TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2022,1,22,23,30,6XX NELSON ST,Central Business District,491081.6912,5458470.7644
Mischief,2022,1,1,11,30,6XX POWELL ST,Strathcona,493386.4134,5458927.9794
Mischief,2022,1,12,8,0,6XX RAYMUR AVE,Strathcona,493945.9851,5458488.1501
Mischief,2022,1,6,15,30,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
Mischief,2022,1,15,18,55,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213
Mischief,2022,1,10,0,0,71XX VICTORIA DR,Victoria-Fraserview,495196.893,5451861.7322
Mischief,2022,2,6,2,54,73XX MAPLE ST,Kerrisdale,488900.8255,5451772.9295
Mischief,2022,1,4,14,10,79XX YUKON ST,Marpole,491653.0645,5451070.6436
Mischief,2022,1,27,17,0,7X E PENDER ST,Central Business District,492517.3723,5458634.2507
Mischief,2022,1,24,20,0,7XX CARDERO ST,West End,490397.7095,5459662.6263
Mischief,2022,1,4,12,28,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Mischief,2022,1,19,8,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Mischief,2022,1,18,16,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493500.6215,5454660.2391
Mischief,2022,1,21,14,16,7XX E 59TH AVE,Sunset,493374.6081,5451526.3271
Mischief,2022,1,1,4,5,7XX E 7TH AVE,Mount Pleasant,493616.522,5456838.9237
Mischief,2022,2,8,12,30,7XX GORE AVE,Strathcona,492938.0112,5458388.1576
Mischief,2022,1,26,20,5,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Mischief,2022,1,25,20,19,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Mischief,2022,1,23,18,58,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2022,2,2,4,29,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2022,1,2,17,11,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Mischief,2022,1,23,0,25,7XX GREAT NORTHERN WAY,Mount Pleasant,493652.5986,5457063.7358
Mischief,2022,2,4,12,0,7XX HELMCKEN ST,Central Business District,490867.9749,5458450.8738
Mischief,2022,2,9,17,11,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Mischief,2022,1,17,2,38,7XX HOWE ST,Central Business District,491299.125,5458908.9576
Mischief,2022,1,1,22,19,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2022,1,15,0,0,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2022,1,15,19,30,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2022,2,8,13,0,7XX MAIN ST,Strathcona,492747.661,5458425.5617
Mischief,2022,1,22,9,2,7XX NEON ST,Central Business District,490656.223,5458114.3677
Mischief,2022,1,21,18,0,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2022,1,7,5,20,7XX THURLOW ST,West End,491002.6893,5459177.6038
Mischief,2022,1,16,7,44,7XX THURLOW ST,West End,491002.6893,5459177.6038
Mischief,2022,1,16,8,30,7XX THURLOW ST,West End,491002.6893,5459177.6038
Mischief,2022,2,1,18,0,7XX W 63RD AVE,Marpole,491110.4186,5451181.3025
Mischief,2022,1,21,21,0,7XX W 69TH AVE,Marpole,491059.5076,5450731.9591
Mischief,2022,2,1,14,18,7XX W 70TH AVE,Marpole,491040.0261,5450634.1049
Mischief,2022,1,4,8,20,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Mischief,2022,1,11,1,38,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2022,1,12,17,51,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2022,1,18,13,13,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2022,2,7,4,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2022,2,8,13,56,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2022,2,9,11,52,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2022,2,2,16,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2022,2,4,0,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2022,2,1,22,0,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Mischief,2022,1,24,0,0,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Mischief,2022,1,15,16,23,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2022,1,21,17,23,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2022,1,10,15,59,80XX GRANVILLE ST,Marpole,489771.0667,5451109.8016
Mischief,2022,1,3,14,30,80XX NUNAVUT LANE,Marpole,491541.0798,5450984.0769
Mischief,2022,1,23,1,0,81XX CHAMPLAIN CRES,Killarney,497989.0062,5450868.2736
Mischief,2022,1,26,21,34,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Mischief,2022,1,12,21,0,84XX DUFF ST,Victoria-Fraserview,495299.4257,5450532.0824
Mischief,2022,1,27,17,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Mischief,2022,1,16,7,41,85XX YUKON ST,Marpole,491610.5747,5450544.3565
Mischief,2022,1,22,13,0,86XX FRENCH ST,Marpole,489852.7232,5450528.8379
Mischief,2022,1,23,14,30,86XX FRENCH ST,Marpole,489852.7232,5450528.8379
Mischief,2022,1,8,19,30,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894
Mischief,2022,1,11,8,57,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Mischief,2022,1,18,5,11,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Mischief,2022,2,2,20,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Mischief,2022,1,9,18,5,8X W PENDER ST,Central Business District,492213.9784,5458691.5056
Mischief,2022,1,10,11,0,8XX BURRARD ST,Central Business District,491066.1932,5458945.8116
Mischief,2022,1,10,2,30,8XX CAMBIE ST,Central Business District,491589.9144,5458336.4761
Mischief,2022,1,4,23,16,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.3051
Mischief,2022,2,8,6,14,8XX DUNSMUIR ST,Central Business District,491407.2384,5459126.8839
Mischief,2022,2,10,2,33,8XX DUNSMUIR ST,Central Business District,491407.2384,5459126.8839
Mischief,2022,1,6,23,56,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Mischief,2022,1,15,8,0,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Mischief,2022,1,28,2,1,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Mischief,2022,1,30,18,50,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Mischief,2022,1,28,11,50,8XX HAMILTON ST,Central Business District,491482.7108,5458367.3131
Mischief,2022,1,18,9,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
Mischief,2022,1,5,18,0,8XX HOMER ST,Central Business District,491437.7304,5458462.7554
Mischief,2022,1,3,15,55,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2022,2,8,13,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2022,1,18,13,30,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Mischief,2022,1,9,12,0,8XX MALKIN AVE,Strathcona,493786.6896,5457903.9175
Mischief,2022,1,8,14,14,8XX POWELL ST,Strathcona,493715.3729,5458907.895
Mischief,2022,2,8,16,27,8XX SEYMOUR ST,Central Business District,491359.5315,5458663.1174
Mischief,2022,1,23,13,19,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Mischief,2022,2,8,0,0,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.1447
Mischief,2022,1,25,16,30,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Mischief,2022,1,17,22,24,9XX COMMERCIAL DR,Grandview-Woodland,494951.2847,5458208.2388
Mischief,2022,1,22,0,2,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328
Mischief,2022,1,4,5,0,9XX EXPO BLVD,Central Business District,491623.4063,5458093.216
Mischief,2022,2,4,23,22,9XX GRANVILLE ST,Central Business District,491100.0067,5458562.0843
Mischief,2022,1,30,4,0,9XX GRANVILLE ST,Central Business District,491168.1536,5458616.842
Mischief,2022,2,8,7,23,9XX HELMCKEN ST,Central Business District,490785.8877,5458530.5997
Mischief,2022,1,22,19,0,9XX HORNBY ST,Central Business District,490964.2277,5458709.7242
Mischief,2022,2,1,21,0,9XX HOWE ST,Central Business District,491027.7173,5458624.0422
Mischief,2022,2,6,1,0,9XX HOWE ST,Central Business District,491092.5991,5458690.3799
Mischief,2022,2,2,22,0,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493869.8527,5455700.2123
Mischief,2022,2,3,9,21,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493869.8527,5455700.2123
Mischief,2022,1,16,2,30,9XX MAIN ST,Strathcona,492745.3985,5458172.8011
Mischief,2022,1,19,16,0,9XX NELSON ST,Central Business District,490847.3021,5458716.1672
Mischief,2022,1,20,7,22,9XX ROBSON ST,Central Business District,491125.1907,5458895.7869
Mischief,2022,2,5,15,0,9XX SEYMOUR ST,Central Business District,491235.2963,5458550.2872
Mischief,2022,1,8,17,0,ABBOTT ST / W PENDER ST,Central Business District,492175.4371,5458706.8534
Mischief,2022,1,18,10,4,ABBOTT ST / W PENDER ST,Central Business District,492175.4371,5458706.8534
Mischief,2022,1,13,16,30,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Mischief,2022,2,10,8,10,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Mischief,2022,1,28,23,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.3801
Mischief,2022,1,13,20,0,BIRCH ST / W 7TH AVE,Fairview,490275.7796,5456953.6637
Mischief,2022,1,16,23,1,BLENHEIM ST / QUESNEL DR,Dunbar-Southlands,487008.9387,5455952.3447
Mischief,2022,1,1,2,5,BOUNDARY RD / TRANS CANADA HWY,Renfrew-Collingwood,498139.5287,5456660.7321
Mischief,2022,1,8,14,0,BROUGHTON ST / DAVIE ST,West End,490087.153,5459004.4138
Mischief,2022,1,4,17,0,BROUGHTON ST / W PENDER ST,Central Business District,490732.3428,5459654.3284
Mischief,2022,2,5,14,34,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284
Mischief,2022,1,14,4,30,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249
Mischief,2022,2,4,16,45,BUTE ST / MELVILLE ST,Central Business District,490968.6892,5459463.5655
Mischief,2022,2,2,12,45,BUTE ST / NELSON ST,West End,490531.2674,5459023.2526
Mischief,2022,1,10,6,0,CAMBIE ST / W PENDER ST,Central Business District,491994.9503,5458762.165
Mischief,2022,1,13,20,45,CARRALL ST / E HASTINGS ST,Central Business District,492412.3453,5458751.9902
Mischief,2022,1,18,7,45,CASSIAR CONN / E HASTINGS ST,Hastings-Sunrise,497659.3339,5459005.0919
Mischief,2022,1,25,16,20,CHARLES ST / CLARK DR,Grandview-Woodland,494375.9357,5457821.9558
Mischief,2022,1,27,3,47,COLLINGWOOD ST / W 42ND AVE,Dunbar-Southlands,486748.0839,5453463.8798
Mischief,2022,2,5,18,32,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.149
Mischief,2022,1,18,23,14,COMMERCIAL DR / E 7TH AVE,Grandview-Woodland,494924.7623,5456825.2005
Mischief,2022,1,7,1,55,COMMERCIAL DR / KITCHENER ST,Grandview-Woodland,494936.513,5457711.1521
Mischief,2022,1,19,10,30,COMMERCIAL DR / VENABLES ST,Grandview-Woodland,494874.8602,5458215.3792
Mischief,2022,2,4,20,30,COMOX ST / NICOLA ST,West End,490154.9827,5459242.676
Mischief,2022,1,5,20,0,CYPRESS ST / W 3RD AVE,Kitsilano,489237.301,5457365.3618
Mischief,2022,1,1,4,21,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
Mischief,2022,1,1,7,0,DUNBAR ST / W 14TH AVE,Kitsilano,486611.6147,5456355.3131
Mischief,2022,2,5,15,55,E 12TH AVE / QUEBEC ST,Mount Pleasant,492499.4263,5456390.2721
Mischief,2022,2,1,19,0,E 15TH AVE / GARDEN DR,Kensington-Cedar Cottage,495759.4137,5456002.6666
Mischief,2022,1,14,17,30,E 18TH AVE / FRASER ST,Riley Park,493454.2448,5455766.5659
Mischief,2022,1,16,1,0,E 1ST AVE / MAIN ST,Mount Pleasant,492671.8287,5457490.2392
Mischief,2022,1,31,22,0,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513.2409,5457433.1869
Mischief,2022,1,11,18,16,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782.9851,5457402.4866
Mischief,2022,2,5,11,30,E 26TH AVE / MAIN ST,Riley Park,492639.5007,5454982.9332
Mischief,2022,1,21,20,12,E 37TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494401.1475,5453787.015
Mischief,2022,1,10,17,0,E 45TH AVE / TYNE ST,Killarney,497659.4823,5452939.8096
Mischief,2022,1,14,9,31,E 8TH AVE / MAIN ST,Mount Pleasant,492649.7336,5456775.464
Mischief,2022,1,31,9,20,E HASTINGS ST / GLEN DR,Strathcona,494086.6987,5458693.5263
Mischief,2022,1,14,23,13,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2022,1,15,19,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2022,1,5,18,6,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6087,5458719.8513
Mischief,2022,2,5,20,0,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.6968
Mischief,2022,2,4,16,24,FRASER ST / GREAT NORTHERN WAY,Mount Pleasant,493521.2776,5457107.1339
Mischief,2022,2,9,10,0,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2022,1,4,23,24,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Mischief,2022,1,14,10,45,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Mischief,2022,2,9,16,45,HAMILTON ST / W PENDER ST,Central Business District,491930.3051,5458824.393
Mischief,2022,1,19,19,0,HELMCKEN ST / HOWE ST,Central Business District,490862.9332,5458462.1451
Mischief,2022,2,11,4,16,HELMCKEN ST / MAINLAND ST,Central Business District,491233.395,5458097.7576
Mischief,2022,2,6,16,0,HIGHBURY ST / POINT GREY RD,West Point Grey,486360.8654,5457740.964
Mischief,2022,2,5,13,0,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Mischief,2022,1,30,23,0,HOWE ST / SMITHE ST,Central Business District,491095.1703,5458699.5476
Mischief,2022,2,5,18,48,HUDSON ST / W 77TH AVE,Marpole,490136.6378,5449815.2359
Mischief,2022,2,4,7,35,KINGSWAY AVE / SOPHIA ST,Mount Pleasant,492850.8058,5456537.8056
Mischief,2022,2,8,17,0,KITCHENER ST / NANAIMO ST,Grandview-Woodland,495883.4693,5457700.5232
Mischief,2022,1,8,16,30,LAUREL ST / W 12TH AVE,Fairview,490872.7995,5456434.5634
Mischief,2022,1,16,0,19,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.7444
Mischief,2022,1,6,22,0,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.7978
Mischief,2022,1,3,12,0,MARGUERITE ST / W 35TH AVE,Shaughnessy,489503.3057,5454134.6876
Mischief,2022,1,26,20,30,PACIFIC BLVD / SMITHE ST,Central Business District,491784.9354,5458021.321
Mischief,2022,1,15,17,20,PACIFIC ST / THURLOW ST,West End,490222.778,5458397.6331
Mischief,2022,1,28,21,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1547,5458924.4443
Mischief,2022,2,10,9,41,SELKIRK ST / W 72ND AVE,Marpole,490283.7793,5450329.5778
Mischief,2022,1,28,7,0,SEMLIN DR / TRIUMPH ST,Grandview-Woodland,495377.42,5459021.0106
Mischief,2022,1,29,2,0,SW MARINE DR / YUKON ST,Marpole,491619.4231,5450905.4341
Mischief,2022,2,6,0,46,TAYLOR ST / W PENDER ST,Central Business District,492319.9983,5458667.0727
Mischief,2022,2,8,7,0,TERMINAL AVE,Strathcona,493825.8987,5457495.106
Mischief,2022,1,21,2,30,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Mischief,2022,1,17,5,13,X E PENDER ST,Central Business District,492427.2083,5458637.543
Mischief,2022,1,31,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,2,7,15,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Mischief,2022,1,27,14,17,X POWELL ST,Central Business District,492445.0221,5458950.3307
Mischief,2022,1,27,12,15,X W HASTINGS ST,Central Business District,492391.6827,5458762.5805
Mischief,2022,1,31,17,15,X W HASTINGS ST,Central Business District,492391.6827,5458762.5805
Offence Against a Person,2022,2,10,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,11,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,11,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,23,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,29,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,17,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,28,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,30,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,17,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,22,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,4,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,31,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,29,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,23,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,13,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,28,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,27,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,12,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,26,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,7,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,23,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,14,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,31,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,7,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,30,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,10,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,24,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,18,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,9,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,26,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,25,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,7,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,15,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,10,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,2,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,12,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2022,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,2,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2022,1,13,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
